mátt	SMSA
til	DN
at	CI
verða	VIA
Guðs	SFSN
börn	SNSN-P
,	KC
teimum	PPNPD
,	KC
sum	CR
trúgva	VNAPP3
á	DG
navn	SNSA
hansara	PPMSG
,	KC
sum	CR
ikki	DN
eru	VNAPP3
gitnir	APSMPN
av	DG
blóði	SNSD
,	KC
ei	DN
heldur	DNC
av	DG
holds	SFSN
vilja	SMPG
,	KC
ei	DN
heldur	DNC
av	DG
mans	SMSG
vilja	SMSD
,	KC
men	C
av	DG
Guði	SFSD-P
.	KE

Og	C
orðið	SNSNA
varð	VNAAS3
hold	SNSN
og	C
tók	VNAAS3
búgv	SNSA
okkara	PP1PG
millum	DN
,	KC
og	C
vit	PP1PN
skoðaðu	VNAAP1
dýrd	SFSA-P
hansara	PPMSG
,	KC
dýrd	SFSA
,	KC
sum	CR
einborin	APSMSN
sonur	SMSN
hevur	VNAPS3
frá	DG
faðir	SMSD
sínum	PPMSD
,	KC
fulla	APSFSA
av	DG
náði	SFSD
og	C
sannleika	SMSD
.	KE

Jóhannes	SMSN-P
vitnar	VNAPS3
um	DG
hann	PPMSA
og	C
rópar	VNAPS3
og	C
sigur	VNAPS3
:	KE
"	KQ
Hetta	PDNSN
var	VNAAS3
hann	PPMSN
,	KC
sum	CR
eg	PP1SN
segði	VNAAS1
um	DG
:	KE
Tann	PDMSN
,	KC
sum	CR
kemur	VNAPS3
aftan	DN
á	DG
meg	PP1SA
,	KC
er	VNAPS3
komin	VAAMSN
undan	DG
mær	PP1SD
;	KC
tí	C
at	C
hann	PPMSN
var	VNAAS3
fyrr	DNC
enn	DN
eg	PP1SN
.	KE
"	KQ

Tí	C
at	C
av	DG
fylling	SFSD
hansara	PPMSG
hava	VNAPP1
vit	PP1PN
allir	PBMPN
fingið	VAANSN
,	KC
og	C
tað	PPNSA
náði	SFSA
oman	DN
á	DG
náði	SFSA
;	KC
tí	C
at	C
lógin	SFSNA
varð	VNAAS3
givin	VAAFSN
við	DG
Mósesi	SMSD
,	KC
náðin	SFSNA
og	C
sannleikin	SMSNA
komu	VNAAP3
við	DG
Jesusi	SMSD-P
Kristi	SMSG-P
.	KE

Eingin	PBMSN
hevur	VNAPS3
á	DG
nökrum	APSNSD
sinni	SNSD
sæð	VAANSN
Guð	SMSN-P
;	KC
hin	PDMSN
einborni	APWMSN
sonurin	SMSNA
,	KC
sum	CR
er	VNAPS3
í	DG
fangi	SMSD
faðirsins	SMSGA
,	KC
hann	PPMSN
hevur	VNAPS3
kunngjört	VIM
hann	PPMSA
.	KE

Og	C
hetta	PDNSN
er	VNAPS3
vitnisburður	SMSN
Jóhannesar	SMSG-P
,	KC
tá	C
ið	C
Jödarnir	SMPNA
sendu	VNAAP3
prestar	SMPA
og	C
Levitar	SMPA
frá	DG
Jerúsalem	SNSD-P
til	DG
tess	PPNSG
at	CI
spyrja	VIA
hann	PPMSA
:	KE
"	KQ
Hvör	SFSN
ert	VNAPS2
tú	PP2SN
?	KE
"	KQ

Og	C
hann	PPMSN
ásannaði	VNAAS3
og	C
noktaði	VNAAS3
ikki	DN
,	KC
og	C
hann	PPMSN
ásannaði	VNAAS3
:	KE
"	KQ
Eg	PP1SN
eri	VNAPS1
ikki	DN
Kristus	SMSG
.	KE
"	KQ

Og	C
teir	PPMPN
spurdu	VNAAP3
hann	PPMSA
:	KE
"	KQ
Hvat	PQNSN
tá	DN
?	KE

Ert	VNAPS2
tú	PP2SN
Elia	ACWNSN
?	KE
"	KQ

Hann	PPMSN
sigur	VNAPS3
:	KE
"	KQ
Ikki	DN
eri	VNAPS1
eg	PP1SN
tað	PPNSA
.	KE
"	KQ

"	KQ
Ert	VNAPS2
tú	PP2SN
profeturin	SMSNA
?	KE
"	KQ

Og	C
hann	PPMSN
svaraði	VNAAS3
:	KE
"	KQ
Nei	DI
.	KE
"	KQ

Teir	PPMPN
sögdu	VNAAP3
tá	DN
við	DG
hann	PPMSA
:	KE
"	KQ
Hvör	SMSN
ert	VNAPS2
tú	PP2SN
?	KE

fyri	DN
at	C
vit	PP1PN
kunnu	VNAPP1
geva	VIA
teimum	PPMPD
svar	SNSA
,	KC
sum	CR
hava	VNAPP3
sent	VAANSN
okkum	PP1PA
.	KE

Hvat	PQNSA
sigur	VNAPS2
tú	PP2SN
um	DG
teg	PBFSA
sjálvan	PIMSA
?	KE
"	KQ

Hann	PPMSN
segði	VNAAS3
:	KE
"	KQ
Eg	PP1SN
eri	VNAPS1
rödd	VAAFSN
á	DG
einum	PBMSD
,	KC
sum	CR
rópar	VNAPS3
í	DG
oyðimörkini	SFSDA
:	KE
Gerið	SNSNA
beinan	DN
veg	SMSA
Harrans	SMSG-P
,	KC
eins	C
og	C
Jesaja	ASSMSN
profetur	SMSN
hevur	VNAPS3
sagt	VAANSN
.	KE
"	KQ

Men	C
teir	PPMPN
,	KC
sum	CR
sendir	VNAPS3
vóru	VNAAP3
,	KC
vóru	VNAAP3
úr	DG
flokki	SMSD
Farisearanna	SFSAA
.	KE

Og	C
teir	PPMPN
spurdu	VNAAP3
hann	PPMSA
og	C
sögdu	VNAAP3
við	DG
hann	PPMSA
:	KE
"	KQ
Hví	DN
doypir	VNAPS2
tú	PP2SN
tá	DN
,	KC
um	C
tú	PP2SN
ikki	DN
ert	VNAPS2
Kristus	SMSA
,	KC
ei	DN
heldur	DNC
Elia	SFSN
,	KC
ei	DN
heldur	DNC
profeturin	SMSNA
?	KE
"	KQ

Jóhannes	SMSN-P
svaraði	VNAAS3
teimum	PPMPD
og	C
segði	VNAAS3
:	KE
"	KQ
Eg	PP1SN
doypi	VNAPS1
við	DG
vatni	SNSD
;	KC
mitt	DN
í	DG
millum	DG
tykkara	SFPG
stendur	VNAPS3
hann	PPMSN
,	KC
sum	CR
tit	PP2PN
ikki	DN
kenna	VNAPP3
,	KC
hann	PPMSN
sum	CR
kemur	VNAPS3
aftan	DN
á	DG
meg	PP1SA
,	KC
sum	CR
eg	PP1SN
ikki	DN
eri	VNAPS1
verdur	APSMSN
at	CI
loysa	VIA
tveingirnar	SMPAA
hjá	DG
.	KE
"	KQ

Hetta	PDNSN
hendi	VNAAS3
í	DG
Betániu	SFSD
,	KC
hinumegin	DG
Jórdan	SMSA-P
,	KC
har	DN
sum	CR
Jóhannes	SMSN-P
doypti	VNAAS3
.	KE

Dagin	SMSAA
eftir	DG
sær	PPMSD
hann	PPMSA
Jesus	SMSN-P
koma	VIA
til	DG
sín	PPMSA
og	C
sigur	VNAPS3
:	KE
"	KQ
Sí	TS
,	KC
Guðs	ASWNSN
lambið	SNSNA
,	KC
sum	CR
ber	VNAPS3
synd	APWNSA
heimsins	SMSGA
!	KE

Hann	PPMSN
er	VNAPS3
tann	PDMSN
,	KC
sum	CR
eg	PP1SN
segði	VNAAS1
um	DN
:	KE
Aftan	DN
á	DG
meg	PP1SA
kemur	VNAPS3
maður	SMSN
,	KC
sum	CR
hevur	VNAPS3
verið	VAANSN
undan	DG
mær	PP1SD
;	KC
tí	C
at	C
hann	PPMSN
var	VNAAS3
fyrr	DNC
enn	DN
eg	PP1SN
.	KE

Og	C
eg	PP1SN
kendi	VNAAS1
hann	PPMSN
ikki	DN
;	KC
men	C
fyri	DG
at	C
hann	PPMSN
skuldi	VNAAS3
verða	VIA
opinberaður	VAAMSN
fyri	DG
Ísrael	SNSA
,	KC
tí	C
eri	VNAPS1
eg	PP1SN
komin	VAAFSN
og	C
doypi	VNAAS3
við	DG
vatni	SNSD
.	KE
"	KQ

Og	C
Jóhannes	SMSN-P
vitnaði	VNAAS3
og	C
segði	VNAAS3
:	KE
"	KQ
Eg	PP1SN
sá	VNAAS3
andan	SMSAA
stíga	VIA
niður	DN
av	DG
himni	SMSD
í	DG
dúgvu	SFSD
líki	SNSD
,	KC
og	C
hann	PPMSN
varð	VNAAS3
verandi	VPA
yvir	DG
honum	PPMSD
.	KE

Og	C
eg	PP1SN
kendi	VNAAS1
hann	PPMSN
ikki	DN
;	KC
men	C
tann	PDMSN
,	KC
sum	CR
sendi	VNAAS3
meg	PP1SA
at	CI
doypa	VIA
við	DG
vatni	SNSD
,	KC
hann	PPMSN
segði	VNAAS3
við	DG
meg	PP1SA
:	KE
"	KQ
Hann	PPMSN
,	KC
sum	CR
tú	PP2SN
sært	VNAPS2
andan	SMSAA
stíga	VIA
niður	DN
yvir	DN
og	CI
verða	VNAPP3
verandi	VPA
yvir	DN
,	KC
hann	PPMSN
er	VNAPS3
tann	PDMSN
,	KC
sum	CR
doypir	VNAPS3
við	DG
heilagum	SNPD
anda	SMPG
.	KE
"	KQ

Og	C
eg	PP1SN
havi	VNAPS1
sæð	VAANSN
tað	PPNSA
og	C
havi	VNAPS1
vitnað	VAANSN
,	KC
at	C
hesin	PDMSN
er	VNAPS3
sonur	SMSN
Guðs	S----P
.	KE
"	KQ

Dagin	SMSAA
eftir	DN
stóð	VNAAS3
Jóhannes	SMSA-P
har	DN
aftur	DN
og	C
tveir	NCMPN
av	DG
lærusveinum	SMPDA
hansara	PPMSG
.	KE

Og	C
í	DG
tí	C
hann	PPMSN
hugdi	VNAAS3
at	C
Jesusi	SMSD-P
,	KC
sum	CR
kom	VNAAS3
gangandi	VPA
,	KC
sigur	VNAPS3
hann	PPMSN
:	KE
"	KQ
Sí	TS
,	KC
Guðslambið	SNSNA
!	KE
"	KQ

Og	C
teir	PDMPN
tveir	NCMPN
lærusveinarnir	SMPNA
hoyrdu	VNAAP3
hann	PPMSN
siga	VIA
hetta	PDNSA
,	KC
og	C
teir	PPMPN
fóru	VNAAP3
aftan	DN
á	DG
Jesus	SMSN-P
.	KE

Men	C
Jesus	SMSN-P
vendi	VNAAS3
sær	PPMSD
á	DN
,	KC
og	C
tá	C
ið	C
hann	PPMSN
sá	VNAAS3
teir	PPMPN
koma	VIA
aftan	DN
á	DG
seg	PPMSA
,	KC
sigur	VNAPS3
hann	PPMSN
við	DG
teir	PPMPA
:	KE
"	KQ
Hvörjum	SMPD
leita	VNAPP3
tit	PP2PN
eftir	DN
?	KE
"	KQ

Men	C
teir	PPMPN
sögdu	APWNPN
við	DG
hann	PPMSA
:	KE
"	KQ
Rabbi	SMSN
sum	CR
útlagt	APSNSN
merkir	VNAPS3
:	KE
meistari	SMSN
,	KC
hvar	C
býrt	PP2PN
tú	PP2SN
?	KE
"	KQ

Hann	PPMSN
sigur	VNAPS3
við	DG
teir	PPMPA
:	KE
"	KQ
Komið	SNSNA
og	C
síggið	SNSAA
!	KE
"	KQ

Teir	PPMPN
komu	VNAAP3
og	C
sóu	VNAAP3
,	KC
hvar	C
hann	PPMSN
búði	VNAAS3
,	KC
og	C
teir	PPMPN
vórðu	VNAAP3
verandi	VPA
hjá	DG
honum	PPMSD
tann	PDMSA
dagin	SMSAA
;	KC
tað	PPNSN
var	VNAAS3
um	DG
tíggjunda	APWMSA
tíma	SMSA
.	KE

Andrias	SMSN-P
,	KC
bróðir	SMSN-P
Símun	SMSN-P
Pæturs	SMSG-P
,	KC
var	VNAAS3
annar	PBMSN
av	DG
teimum	PDFPD
báðum	PBNPD
,	KC
sum	CR
hövdu	X
hoyrt	VAANSN
hetta	PDNSA
av	DG
Jóhannesi	SMSD-P
og	C
hövdu	VNAAP3
fylgt	VAANSN
honum	PPMSD
.	KE

Hann	PPMSN
finnur	VNAPS3
fyrst	DGS
bróður	SMSD
sín	PPMSA
,	KC
Símun	SMSN-P
,	KC
og	C
sigur	VNAPS3
við	DG
hann	PPMSA
:	KE
"	KQ
Vit	PP1PN
hava	VNAPP1
funnið	VAANSN
Messias	SMSA-P
"	KQ
sum	CR
er	VNAPS3
tað	PPNSN
sama	PINSN
sum	C
Kristus	SMSG-P
;	KC
tað	PPNSN
er	VNAPS3
:	KE
salvaður	APSMSN
.	KE

Og	C
hann	PPMSN
fördi	VNAAS3
hann	PPMSN
til	DG
Jesus	SMSA-P
.	KE

Men	C
Jesus	SMSN-P
hugdi	VNAAS3
upp	DN
á	DG
hann	PPMSA
og	C
segði	VNAAS3
:	KE
"	KQ
Tú	PP2SN
ert	VAANPN
Símun	SMSN-P
,	KC
sonur	SMSN
Jónasar	SMSG-P
,	KC
tú	PP2SN
skalt	VNAPS2
verða	VIA
kallaður	VAAMSN
Kefas	SMSA
sum	CR
er	VNAPS3
útlagt	APSNSN
:	KE
Petros	F
;	KC
tað	PPNSN
er	VNAPS3
:	KE
klettur	SMSN
.	KE

Dagin	SMSAA
eftir	DN
ætlaði	VNAAS3
hann	PPMSA
at	CI
fara	VIA
av	DG
stað	SNSA
til	DG
Galileu	SFSA
,	KC
og	C
hann	PPMSN
finnur	VNAPS3
Filippus	SMSA-P
;	KC
og	C
Jesus	SMSN-P
sigur	VNAPS3
við	DG
hann	PPMSA
:	KE
"	KQ
Fylg	SNSN
mær	PP1SD
!	KE
"	KQ

Men	C
Filippus	SMSN-P
var	VNAAS3
úr	DG
Betsajdu	SFSD
,	KC
bygd	SFSD
teirra	PPNPG
Andriasar	SMSG
og	C
Pæturs	SMSG
.	KE

Filippus	SMSN
finnur	VNAPS3
Natanael	SMSA-P
og	C
sigur	VNAPS3
við	DG
hann	PPMSA
:	KE
"	KQ
Vit	PP1PN
hava	VNAPP1
funnið	VAANSN
tann	PDMSA
,	KC
sum	CR
Móses	SMSA
í	DG
lógini	SFSDA
og	C
profetarnir	SMPNA
hava	VNAPP3
skrivað	VAANSN
um	DN
,	KC
Jesus	SMSN-P
,	KC
son	SMSAA
Jósefs	SMSA
úr	DG
Nasaret	SNSD-P
.	KE
"	KQ

Og	C
Natanael	SNSN
segði	VNAAS3
við	DG
hann	PPMSA
:	KE
"	KQ
Kann	VNAPS3
nakað	PBNSN
gott	DN
vera	VIA
úr	DG
Nasaret	SNSD-P
?	KE
"	KQ

Filippus	SMSN
sigur	VNAPS3
við	DG
hann	PPMSA
:	KE
"	KQ
Kom	F
og	C
síggj	SNSA
!	KE
"	KQ

Jesus	SMSN-P
sá	VNAAS3
Natanael	SMSA
koma	VIA
til	DG
sín	PPMSA
,	KC
og	C
hann	PPMSN
sigur	VNAPS3
um	DG
hann	PPMSA
:	KE
"	KQ
Sí	TS
,	KC
har	DN
er	VNAPS3
av	DN
sonnum	VAAFPD
Ísraelitur	SMSN
,	KC
sum	CR
ikki	DN
svik	SNSN
eru	VNAPP3
í	DN
!	KE
"	KQ

Natanael	SMSN-P
sigur	VNAPS3
við	DG
hann	PPMSA
:	KE
"	KQ
Hvaðan	SFSNA
kennir	VNAPS2
tú	PP2SN
meg	PP1SA
?	KE
"	KQ

Jesus	SMSN-P
svaraði	VNAAS3
og	C
segði	VNAAS3
við	DG
hann	PPMSA
:	KE
"	KQ
Áðr	DN
enn	DN
Filippus	SMSN
rópaði	VNAAS3
teg	PP2SA
,	KC
sá	VNAAS1
eg	PP1SN
teg	PIFSN
,	KC
har	DN
sum	C
tú	PP2SN
vart	VNAAS2
undir	DG
fikutræinum	SNSDA
.	KE
"	KQ

Natanael	SMSN-P
svaraði	VNAAS3
honum	PPMSD
:	KE
"	KQ
Rabbi	SNSN
,	KC
tú	PP2SN
ert	VNAPS2
sonur	SMSN
Guðs	SMSG-P
,	KC
tú	PP2SN
ert	VNAPS2
kongur	SMSN
Ísraels	SNSG
!	KE
"	KQ

Jesus	SMSN-P
svaraði	VNAAS3
og	C
segði	VNAAS3
við	DG
hann	PPMSA
:	KE
"	KQ
Trýrt	VNAPS2
tú	PP2SN
,	KC
tí	C
at	C
eg	PP1SN
segði	VNAAS1
tær	PP2SD
,	KC
at	C
eg	PP1SN
sá	VNAAS1
teg	PP2SA
undir	DG
fikutræinum	SNSDA
?	KE

Tú	PP2SN
skalt	VNAPS2
síggja	VIA
tað	PPNSA
,	KC
sum	CR
störri	SNSN-P
er	VNAPS3
enn	DN
hetta	PDNSA
.	KE
"	KQ

Og	C
hann	PPMSN
segði	VNAAS3
við	DG
hann	PPMSA
:	KE
"	KQ
Sanniliga	DN
,	KC
sanniliga	DN
sigi	VNAPS1
eg	PP1SN
tykkum	SMPD
:	KE
Tit	PP2PN
skulu	VNAPP3
síggja	VIA
himmalin	SMSA-P
opnan	SMSAA
,	KC
og	C
einglar	SMPN
Guðs	S----P
stíga	VNAPP3
upp	DN
og	C
stíga	VNAPP3
niður	DN
yvir	DG
menniskjusonin	SMSAA
.	KE
"	KQ

Og	C
triðja	APWMSA
dagin	SMSAA
varð	VNAAS3
hildið	VAANSN
brúdleyp	SNSN
í	DG
Kána	SMSD-P
í	DG
Galileu	SFSD
,	KC
og	C
móðir	APSMPN
Jesu	SFPD-P
var	VNAAS3
har	DN
.	KE

Men	C
eisini	DN
Jesus	SMSN-P
varð	VNAAS3
boðin	VAAMSN
í	DG
brúdleypið	SNSAA
og	C
lærusveinar	SMPA
hansara	PPMSG
.	KE

Og	C
tá	C
ið	C
har	DN
treyt	VNAAS3
vín	SNSA
,	KC
sigur	VNAPS3
móðir	APSMSN
Jesu	SFSN
við	DG
hann	PPMSA
:	KE
"	KQ
Tey	PPNPN
hava	VNAPP3
einki	PBNSA
vín	SNSA
.	KE
"	KQ

Og	C
Jesus	SMSN-P
sigur	VNAPS3
við	DG
hana	PPFSA
:	KE
"	KQ
Kvinna	SFSN
,	KC
hvat	PQNSA
vilt	VNAPS2
tú	PP2SN
mær	PP1SD
?	KE

Enn	DN
er	VNAPS3
ikki	DN
mín	PP1SN
tími	SMSN
komin	VAAMSN
.	KE
"	KQ

Móðir	SFPN
hansara	PPMSG
sigur	VNAPS3
við	DG
tænararnar	SMPAA
:	KE
"	KQ
Hvat	PQNSN
hann	PPMSN
so	DN
sigur	VNAPS3
við	DG
tykkum	SNPD
,	KC
tað	PPNSA
skulu	VNAPP3
tit	PP2PN
gera	VIA
.	KE
"	KQ

Men	C
har	DN
vóru	VNAAP3
sett	VAANPN
seks	NC
vatnsker	SNPN
av	DG
steini	SMSD
eftir	DG
reinsanarsiði	SFSD
hjá	DG
Jödum	SNPD
,	KC
og	C
tók	VNAAS3
hvört	PBFSA
teirra	PPNPG
tvær	NCFPA
ella	C
tríggjar	NCFPA
kannur	SFPA
.	KE

Jesus	SMSN-P
sigur	VNAPS3
við	DG
teir	PPMPA
:	KE
"	KQ
Fyllið	SNSNA
vatnskerini	SNPAA
við	DG
vatni	SNSD
!	KE
"	KQ

Og	C
teir	PPMPN
fyltu	VNAAP3
tey	PPNPA
á	DG
tremur	SFPA
.	KE

Og	C
hann	PPMSN
sigur	VNAPS3
við	DG
teir	PPMPA
:	KE
"	KQ
Oysið	VAANSN
nú	DN
upp	DN
og	C
berið	SNSNA
hövuðskokkinum	SNSDA
!	KE
"	KQ

Og	C
teir	PPMPN
bóru	VNAAP3
honum	PPMSD
.	KE

Men	C
tá	C
ið	C
hövuðskokkurin	SMSNA
smakkaði	VNAAS3
á	DG
vatnið	SNSAA
,	KC
sum	CR
var	VNAAS3
vorðið	VAANSN
vín	SNSN
,	KC
og	C
ikki	DN
visti	VNAAS3
,	KC
hvaðan	DN
tað	PPNSN
var	VNAAS3
,	KC
men	C
tænararnir	SMPNA
,	KC
sum	CR
hövdu	VNAAP3
oyst	VAMNSN
vatnið	SNSAA
upp	DN
,	KC
vistu	VNAAP3
tað	PPNSA
kallar	VNAPS3
hövuðskokkurin	SMSNA
á	DG
brúðgómin	SMSAA
og	C
sigur	VNAPS3
við	DG
hann	PPMSA
:	KE
"	KQ
Hvör	F
maður	SMSN
setir	VNAPS3
fyrst	DNS
hitt	PDNSA
góða	APWNSA
vínið	SNSAA
fram	DN
,	KC
og	C
tá	C
ið	C
teir	PPMPN
eru	VNAPP3
vorðnir	APSMPN
druknir	APSMPN
,	KC
hitt	PDNSN
ringara	SNSNA
;	KC
tú	PP2SN
hevur	VNAPS2
goymt	VAANSN
hitt	PDNSA
góða	APWNSA
vínið	SNSAA
líka	DN
til	DN
nú	DN
.	KE
"	KQ

Hesa	PDFSA
byrjan	SFSA
av	DG
teknum	SNPD
sínum	PPNPD
gjördi	VPA
Jesus	SMSN-P
í	DG
Kána	SMSD-P
í	DG
Galileu	SFSD
og	C
opinberaði	VNAAS3
dýrd	SFSD
sína	PPNSA
,	KC
og	C
lærusveinar	SMPN
hansara	PPMSG
trúðu	VNAAP3
á	DG
hann	PPMSA
.	KE

Eftir	DG
hetta	PDNSA
fór	VNAAS3
hann	PPMSN
oman	DN
til	DG
Kapernaum	SMSDA
,	KC
hann	PPMSN
sjálvur	PIMSN
og	C
móðir	APSMPN
hansara	PPMSG
og	C
bröður	VNAPS3
hansara	PPMSG
og	C
lærusveinar	SMPN
hansara	PPMSG
,	KC
og	C
tey	PPNPN
vóru	VNAAP3
har	DN
ikki	DN
mangar	APSFPN
dagar	SMPN
.	KE

Og	C
páskir	SFPN
hjá	DG
Jödum	SMPD
vóru	VNAAP3
nær	DN
,	KC
og	C
Jesus	SMSN-P
fór	VNAAS3
niðan	DN
til	DG
Jerúsalem	S----P
.	KE

Og	C
hann	PPMSN
hitti	VNAAS3
teir	PPMPN
sitandi	VPA
í	DG
halgidóminum	SMSDA
,	KC
sum	CR
seldu	VNAAP3
neyt	SNSA
og	C
seyð	SMSA
og	C
dúgvur	SFPA
,	KC
og	C
peningavekslararnar	SMPAA
.	KE

Og	C
hann	PPMSN
gjördi	VNAAS3
sær	PPMSD
ein	PBMSN
koyril	SMSA
av	DG
reipum	SNPD
og	C
rak	VNAPS3
teir	PPMPA
allar	PBMPA
út	DN
úr	DG
halgidóminum	SMSDA
,	KC
bæði	DN
seyðin	SMSAA
og	C
neyt	VNAAS3
ini	SFSDA
,	KC
og	C
hann	PPMSN
spjaddi	VNAAS3
smápengarnar	SMPAA
hjá	DG
vekslarunum	SMPDA
útum	DN
útt	VAANPN
þúm	SNSA
og	C
koyrdi	VNAAS3
borð	SNPA
teirra	PPMPG
um	DG
koll	SMSA
.	KE

Og	C
við	DG
dúgvuseljararnar	SMPAA
segði	VNAAS3
hann	PPMSN
:	KE
"	KQ
Takið	VAANSN
hetta	PDNSN
burtur	DN
hiðani	DN
;	KC
gerið	VAANSN
ikki	DN
hús	SNSA
faðirs	SMSG
míns	S----P
til	DG
krambúð	SFSA
!	KE
"	KQ

Lærusveinum	SMSDA
hansara	PPMSG
rann	SNSA
í	DG
huga	SMSD
,	KC
at	C
skrivað	VAANSN
stendur	VNAPS3
:	KE
"	KQ
Vandni	SFSDA
um	DG
hús	SNSA
títt	APSNSN
skal	VNAPS3
eta	VIA
meg	PP1SA
upp	DN
.	KE
"	KQ

Tá	DN
tóku	VNAAP3
Jödarnir	SMPNA
til	DG
orða	SMSA
og	C
sögdu	VNAAP3
við	DG
hann	PPMSA
:	KE
"	KQ
Hvat	PQNSN
tekin	SNSN
sýnir	VNAPS2
tú	PP2SN
okkum	PP1PD
,	KC
eftir	DG
sum	C
tú	PP2SN
gert	VNAPS2
hetta	PDNSA
?	KE
"	KQ

Jesus	SMSN-P
svaraði	VNAAS3
og	C
segði	VNAAS3
við	DG
teir	PPMPA
:	KE
"	KQ
Brótið	SNSNA
niður	DN
hetta	PDNSA
templið	SNSAA
,	KC
og	C
eftir	DG
trimum	NCNPD
dögum	SNPD
skal	VNAPS1
eg	PP1SN
reisa	VIA
tað	PPNSA
.	KE
"	KQ

Tá	DN
sögdu	APWMPN
Jödarnir	SMPNA
:	KE
"	KQ
Í	DG
seks	NC
og	C
fjöruti	APWNSN
ár	SNSN
hevur	VNAPS3
hetta	PDNSN
templið	SNSAA
staðið	VAANSN
í	DG
gerð	SFSD
,	KC
og	C
tú	PP2SN
vilt	VNAPS2
reisa	VIA
tað	PPNSA
eftir	DG
trimum	NCNPD
dögum	F
!	KE
